	worker_id	worker_platform	worker_browser	battery_name	battery_owner	battery_owner_email	battery_completed	experiment_include_bonus	experiment_include_catch	experiment_exp_id	experiment_name	experiment_reference	experiment_cognitive_atlas_task_id	result_SS_delay	result_SS_duration	result_SS_stimulus	result_SS_trial_type	result_block_duration	result_condition	result_correct	result_correct_response	result_current_trial	result_dateTime	result_exp_id	result_exp_stage	result_feedback_duration	result_global_shape	result_internal_node_id	result_key_press	result_large_amt	result_later_del	result_local_shape	result_mouse_click	result_num_response	result_page_num	result_possible_responses	result_qnum	result_response_range	result_rt	result_score_response	result_small_amt	result_stim_duration	result_stim_id	result_stim_question	result_stim_response	result_stimulus	result_switch	result_time_elapsed	result_times_viewed	result_timing_post_trial	result_trial	result_trial_id	result_trial_index	result_trial_num	result_trial_type	result_id	result_view_history
7ce0474b-9095-4507-a01b-767445a1c93d_552	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				552	1454611048797	motor_selective_stop_signal				0.0-3.11-23.11	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1122526		0		prompt_fixation	552		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_553	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		90	553	1454611050655	motor_selective_stop_signal				0.0-3.11-24.11	-1							[77, 90]			-1			850				<div class = shapebox><img class = circle></img></div>		1124384		0			553		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_554	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				554	1454611051163	motor_selective_stop_signal				0.0-3.11-25.11	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1124892		0		prompt_fixation	554		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_555	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		90	555	1454611053020	motor_selective_stop_signal				0.0-3.11-26.11	-1							[77, 90]			-1			850				<div class = shapebox><img class = diamond></img></div>		1126750		0			555		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_556	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				556	1454611053527	motor_selective_stop_signal				0.0-3.11-27.11	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1127256		0		prompt_fixation	556		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_557	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		77	557	1454611055386	motor_selective_stop_signal				0.0-3.11-28.11	-1							[77, 90]			-1			850				<div class = shapebox><img class = square></img></div>		1129116		0			557		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_558	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				558	1454611055894	motor_selective_stop_signal				0.0-3.11-29.11	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1129623		0		prompt_fixation	558		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_559	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1850	practice		90	559	1454611057753	motor_selective_stop_signal				0.0-3.11-30.11	-1							[77, 90]			-1			850				<div class = shapebox><img class = circle></img></div>		1131482		0			559		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_560	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				560	1454611058261	motor_selective_stop_signal				0.0-3.11-31.11	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1131990		0		prompt_fixation	560		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_561	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		77	561	1454611060120	motor_selective_stop_signal				0.0-3.11-32.11	-1							[77, 90]			-1			850				<div class = shapebox><img class = triangle></img></div>		1133849		0			561		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_562	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				562	1454611060628	motor_selective_stop_signal				0.0-3.11-33.11	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1134357		0		prompt_fixation	562		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_563	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		77	563	1454611062487	motor_selective_stop_signal				0.0-3.11-34.11	-1							[77, 90]			-1			850				<div class = shapebox><img class = square></img></div>		1136217		0			563		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_564	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				564	1454611062993	motor_selective_stop_signal				0.0-3.11-35.11	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1136722		0		prompt_fixation	564		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_565	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		90	565	1454611064854	motor_selective_stop_signal				0.0-3.11-36.11	-1							[77, 90]			-1			850				<div class = shapebox><img class = circle></img></div>		1138584		0			565		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_566	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				566	1454611065361	motor_selective_stop_signal				0.0-3.11-37.11	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1139090		0		prompt_fixation	566		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_567	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		77	567	1454611067221	motor_selective_stop_signal				0.0-3.11-38.11	-1							[77, 90]			-1			850				<div class = shapebox><img class = triangle></img></div>		1140951		0			567		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_568	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				568	1454611067729	motor_selective_stop_signal				0.0-3.11-39.11	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1141459		0		prompt_fixation	568		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_569	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		90	569	1454611069588	motor_selective_stop_signal				0.0-3.11-40.11	-1							[77, 90]			-1			850				<div class = shapebox><img class = diamond></img></div>		1143317		0			569		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_570	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b									570	1454611070246	motor_selective_stop_signal				0.0-3.12-0.12	-1										-1									1143975				feedback	570		poldrack-text	62	
7ce0474b-9095-4507-a01b-767445a1c93d_571	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				571	1454611071755	motor_selective_stop_signal				0.0-3.12-1.12	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1145485		0		prompt_fixation	571		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_572	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1850	practice		90	572	1454611073612	motor_selective_stop_signal				0.0-3.12-2.12	-1							[77, 90]			-1			850				<div class = shapebox><img class = circle></img></div>		1147341		0			572		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_573	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				573	1454611074120	motor_selective_stop_signal				0.0-3.12-3.12	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1147849		0		prompt_fixation	573		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_574	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		77	574	1454611075979	motor_selective_stop_signal				0.0-3.12-4.12	-1							[77, 90]			-1			850				<div class = shapebox><img class = square></img></div>		1149708		0			574		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_575	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				575	1454611076489	motor_selective_stop_signal				0.0-3.12-5.12	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1150219		0		prompt_fixation	575		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_576	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		77	576	1454611078346	motor_selective_stop_signal				0.0-3.12-6.12	-1							[77, 90]			-1			850				<div class = shapebox><img class = triangle></img></div>		1152076		0			576		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_577	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				577	1454611078854	motor_selective_stop_signal				0.0-3.12-7.12	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1152583		0		prompt_fixation	577		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_578	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		77	578	1454611080711	motor_selective_stop_signal				0.0-3.12-8.12	-1							[77, 90]			-1			850				<div class = shapebox><img class = triangle></img></div>		1154441		0			578		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_579	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				579	1454611081218	motor_selective_stop_signal				0.0-3.12-9.12	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1154947		0		prompt_fixation	579		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_580	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		90	580	1454611083077	motor_selective_stop_signal				0.0-3.12-10.12	-1							[77, 90]			-1			850				<div class = shapebox><img class = circle></img></div>		1156807		0			580		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_581	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				581	1454611083589	motor_selective_stop_signal				0.0-3.12-11.12	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1157318		0		prompt_fixation	581		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_582	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1850	practice		77	582	1454611085446	motor_selective_stop_signal				0.0-3.12-12.12	-1							[77, 90]			-1			850				<div class = shapebox><img class = square></img></div>		1159176		0			582		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_583	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				583	1454611085957	motor_selective_stop_signal				0.0-3.12-13.12	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1159686		0		prompt_fixation	583		poldrack-single-stim	62	
